"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"USP9X" 7.40191905186147 7.24664900331029 7.3474162385537 7.22488858724623 7.34449591734091 7.2746668626226 7.70876883604056 7.61100576717217 7.31395623075325 7.85047629138771 7.32930563350947 7.44871373330224 7.45944747118232 7.43218451612492 7.23842920362706 7.20178071148354 7.48000283361582 7.24122586967889 7.4554105986256 7.32901126239866 6.78503479607041 6.95177887646406 7.41256354800087 6.91575113702736 6.91994333896491 7.47554791153298 7.54800879543692 7.34449591734091 7.27256647765004 7.26765151969724 7.45343414055047 7.42471185831359 6.87375298157752 7.24154055004504 7.11630376499165 7.28137553084038 7.2933226404816 7.22940193659337 7.33517045718943 7.67554725956782
"USP9Y" 7.62788322277257 7.68409067742988 7.56575695049024 7.38271613319523 7.59474505733834 7.72838316993356 7.87317586921355 7.82719647533114 7.71753563210418 7.84447527455349 7.72919859571151 7.69440122309141 7.76286754460933 7.59528687985096 7.69594125877292 7.72758733780617 7.59817742348804 7.60803289328163 7.5014882248851 7.41120391870377 7.06849790950304 7.7812957465271 7.78885294726012 7.2138332848639 6.60589480606178 7.42400555335547 7.48727117019021 7.79848444629823 7.55645936885672 7.6613272960751 7.68409067742988 7.74073914392341 7.69276349876406 7.59935022868196 7.45419384570878 7.62417332924071 7.60167860001168 7.63959532623287 7.66195024633934 7.23314518747362
"UST" 8.23535446778627 8.13873737938004 7.91365796857514 8.45902117465748 7.75388786806085 8.50015917395494 8.41346208224993 8.24496711180388 7.84562454339176 8.04058916896851 8.02571564927259 7.66385175637965 7.62788322277257 8.25441725646115 8.01441152080669 7.43990889039001 8.20391093688312 7.82831103978177 7.92112648727598 7.83178877655142 8.27743365541586 7.846708102398 7.88322756956255 8.99610995819248 7.16646179763518 7.56243871813813 7.17134181721514 8.01441152080669 7.80391802356605 7.84790216157369 8.19179379914989 7.80182935749726 7.54650372978674 8.41346208224993 8.83466512475728 8.10738915173934 8.07794977457022 7.86752280418031 8.08094893281812 7.12727836483099
"UTS2" 7.83989471397159 7.66954585337197 7.75748254031545 7.85919582500921 7.81537571233992 7.62417332924071 8.06752162832278 8.05384224219446 7.74312702317712 8.13873737938004 7.57687709381641 7.74487350130715 7.74732367135 7.80491921220721 7.70299853055594 7.77459052490869 8.023324611993 7.68215081712466 7.93902651395212 8.00517320569844 7.6160554112766 7.83989471397159 8.02571564927259 7.25915663552084 7.0609507350847 7.83869577703474 7.79613146101349 8.07794977457022 7.59042837846247 7.56907778527541 8.00990184033262 8.09876748016124 8.15762647906258 7.43589468372167 7.75388786806085 7.53926468975154 7.50418220652988 7.53011850708153 7.64914255092324 6.86791075406029
"UXS1" 7.29722034809244 6.6949652948871 4.95021624465296 6.81637296586468 7.2667068023134 6.64739455404173 6.80123045717014 6.76595940629958 7.04562852756931 6.97239483833107 6.96225511339332 6.96492826501268 6.97671436034239 7.29589738948788 6.86935378103681 6.82909599642886 6.77801809547865 7.01000581813792 6.70785934860411 7.43031585450554 6.89405477700979 7.36812779993441 7.03599917712097 6.8384908742178 6.80175185627841 7.04889823850426 7.05128622959633 7.03950187777978 6.94117881838257 7.23959262086495 6.98841473022824 6.95517215048887 6.56686204459489 6.85403478302115 6.8410876058349 6.90678589857613 6.71343565590431 6.67911828014522 6.76037169842054 7.46918327496587
"VARS" 7.93045533277583 7.86752280418031 7.85919582500921 7.8874302673477 7.9639135669319 7.91514611400379 7.9180422202944 7.97890103758095 7.94446375420169 7.9180422202944 7.93209579855137 7.93528003040972 7.84562454339176 7.78040995070574 7.80079395868532 7.69669337536556 7.25183342083706 7.8886694188402 7.02754976908038 7.99525479838914 8.04858481389873 7.74966899612667 8.09876748016124 7.31942116866742 7.18711105380347 8.09876748016124 7.69594125877292 8.19994573636726 8.03537047427459 7.86579942185422 8.09587307056852 8.19994573636726 8.13873737938004 7.69669337536556 7.63896699810096 7.94942895795733 7.92550064407293 7.90448659681021 7.93689623375777 7.42507289693426
"VAV1" 7.63755072402857 7.4108483106246 7.67082498907486 7.6199758921236 7.34679296987133 7.42022335539927 7.47475976479244 7.55928811396262 7.22239708394978 7.51310555999808 7.36511079888706 7.26543677279869 7.5550066990354 7.52700472438726 7.45613271013242 7.37654554171693 7.56243871813813 7.31942116866742 7.63135003005023 7.81537571233992 7.451480421416 7.19387869625059 7.53057893909206 7.20482781274772 7.25848774855093 7.65452091578872 7.43658635121932 7.67143007131363 7.32737701696521 7.54414490224832 7.55290582630662 7.46633330800313 7.4422094882929 7.54701941932854 7.38992634288561 7.63896699810096 7.5909059573742 7.52803706710765 7.5550066990354 6.86572138316906
"VAV2" 7.64554335924214 7.66886188416749 7.72366796755498 7.73590179199925 7.99298096054851 7.63546133846018 7.68536792962937 7.64914255092324 7.91963287940667 7.61416697553546 7.58932135837713 7.58560952047004 7.84233779172451 7.84562454339176 7.6613272960751 7.75659674845705 7.77739162568952 7.71753563210418 7.93209579855137 7.84126080950699 7.49081503119472 7.5662421648556 7.70223341740899 7.25013196583083 7.09001560265865 7.70144233167431 7.46337177930602 7.90144264234395 7.6362092032184 7.66253279600064 7.85160255252564 7.73502571744449 7.95851947584464 7.65771904009753 7.3078249436674 7.54748830517781 7.63080096907134 7.49509795726166 7.50235652765923 7.03422221633147
"VAV3" 6.85129675971676 7.2955917140698 7.1745075818441 7.30020638935817 7.17968229686443 7.13939610331358 6.81681425905189 7.10981882343628 7.08182420995473 7.00700393916819 7.37688481298646 7.44404454872681 7.44027908379909 7.62663239557819 7.3190793358015 7.20149384031243 7.46749891407308 7.40703380214426 7.4140470965999 7.34971777513422 7.19302235131673 7.25848774855093 7.39390126147645 7.12148027812798 6.97066546505751 7.10370230991716 7.3248473127127 7.2195153733094 7.33689979495145 7.16368117193941 7.40778540152516 7.3804148124473 7.55550698561651 7.25155406357053 7.42178721064564 6.90251271816657 7.24185965576415 7.03950187777978 7.3167797744658 6.99339303916733
"VCAN" 6.14912938120328 7.0595842502539 7.33616483074688 7.34811450562467 7.01848582607817 6.9047001441646 7.07173068803457 7.05580030644911 6.9814909704213 7.19570557539958 7.16232164225163 7.32392100859464 7.38731997053224 7.40473155379442 7.02312645728128 6.923654919428 7.27904298120298 6.97909187874002 7.20776808910442 7.38694761344484 6.96909505201971 7.07981354278741 7.16499825318308 6.78503479607041 7.08923900117394 7.13645715247909 7.36227847532148 7.16527279635576 6.72907634641877 7.05354079443888 7.27256647765004 7.10234310137345 7.24593926128433 7.01640667852098 6.99195936268964 6.89367169308121 6.98673649725784 7.09127072504024 7.04252510654968 7.47394433444876
"VCL" 6.59268789525612 7.01377281154948 6.72152124202269 6.95599231642527 6.77352979691713 6.61116506862865 6.90963122016618 6.94866426673635 6.6517502733612 6.22664674027079 6.63043711135335 6.77638529730542 6.92448598439474 6.89443102139188 6.87541111049821 6.92448598439474 6.9563332741754 6.78878649596421 6.91242879729481 7.40508760728261 6.64917244088857 6.91994333896491 7.02045816896329 6.65617844575257 6.73224311871581 6.81681425905189 7.22239708394978 7.01911226382728 6.90883061879363 6.98841473022824 7.24622885000652 7.00034862405449 6.85623716892077 6.66143035659887 6.77463218458296 6.63701768081662 6.64739455404173 6.38126698712536 6.65807922342664 6.99067219352822
"VEGFA" 7.9239641320094 8.16117648970148 8.15762647906258 8.19179379914989 8.08403724130663 8.09310689568174 8.26825565966481 8.05655546262251 8.09310689568174 7.1801907634602 8.06752162832278 8.08403724130663 7.890206023063 7.06388826261725 8.05128190997682 7.86442710762124 7.76009774783928 7.97538006864718 7.4550339720648 7.90601717154269 7.46832176178131 7.76975798738079 8.11336286308171 7.57006782107944 6.90392523005605 7.54315062693189 7.02248607223598 7.46337177930602 8.0702369003289 7.89728438641722 8.00002278697395 7.846708102398 7.80587939474325 8.03290365695531 7.83523897964729 7.94255889800734 8.0167965614665 8.0702369003289 8.02571564927259 7.53718957905384
"VEGFB" 7.85300635221482 7.75926489876054 7.64021984335815 7.67021198131282 7.8886694188402 7.75926489876054 7.67746806121797 7.74487350130715 7.87598249630445 7.43589468372167 7.81968203626775 7.82961370921913 7.73173909943868 7.68409067742988 7.73007930847034 7.62304783681644 7.59935022868196 7.76381148429011 7.70223341740899 7.78985383630519 7.6348542251141 7.49895249532166 7.72519875900572 7.32073803448527 7.15225985940258 7.72444915260056 7.09893983903562 7.7840344358399 7.85160255252564 7.97538006864718 7.83869577703474 7.80899877187191 7.6199758921236 7.85795566957723 7.50108797879163 7.7812957465271 7.78222058692462 7.83072068158144 7.84447527455349 7.08753512465541
"VEGFC" 6.27858723023397 7.4158014726221 7.65575187593503 7.30587788850696 7.6258656077353 7.43435353743575 7.53679086514747 7.2955917140698 7.53968486528656 7.38766471130191 7.10393866231439 7.086821744389 7.2746668626226 7.4843371049749 7.24533025435696 7.15457446011574 7.43181494860276 7.2545494004915 7.49844586619453 6.86463333200649 7.01108772515008 7.29530007931752 7.49765452434876 7.0296283006247 7.21486742627256 7.20804805201878 7.58018811697213 7.5229907182592 7.76381148429011 6.92975394928009 7.36717058001396 7.44404454872681 7.29722034809244 7.28635256872776 7.32260950669678 7.16556554376108 7.25070830004715 7.27964439445988 7.27437652084384 7.19690029336187
"VHL" 7.44722482424464 7.22693267257762 7.33586240633776 7.30323114798398 7.22181517497206 7.22239708394978 7.03500687167658 7.20830163810072 7.02216603406165 7.04403963507741 7.32228582844716 7.32766639814977 7.30323114798398 7.37654554171693 7.25243922522339 7.26543677279869 7.26795058135308 7.2142506923039 7.32870274921654 7.21575642032648 7.29051039627911 7.53425321969541 7.3510879029772 7.1864334632833 7.04164416209432 7.35579769190515 7.69276349876406 7.74886023925546 7.32166010329745 7.47475976479244 7.41940639156033 7.41332276065055 7.2667068023134 7.40440025899667 7.44722482424464 7.41159307656933 7.45187668884069 7.46749891407308 7.45112051513068 7.07140683936787
"VIM" 7.13734479975422 7.13734479975422 7.27904298120298 7.23494410443479 7.44834227425016 7.00700393916819 7.03422221633147 7.01774186217905 7.4276304478141 6.99941612631646 7.01743246285297 7.06184550969758 7.15540842064849 7.17840122412589 6.99225970032682 7.21146673904926 7.20339659779259 7.04858192004994 7.11271964605171 7.11335980499281 6.91005932683249 7.33517045718943 7.33159110312451 6.9055070287574 6.80845189972306 6.96005926366971 7.73744829155921 7.53057893909206 7.0595842502539 6.80796302105372 7.35484060417404 7.24831275315752 7.3023277103827 7.03734789934519 7.34873454963593 7.03794465524425 7.03110328417821 7.00770316791566 7.27080648457059 9.53583295605616
"VPS29" 7.50900665960318 7.27080648457059 7.21091837317942 7.11213702699285 7.27876093400058 7.40157251961895 6.68734673102611 6.78990580778175 6.54022680464522 6.54800420715745 7.22908380521812 7.05551196824708 6.7637104380843 6.810737928262 6.97375388348153 6.72083569579437 6.54022680464522 7.14969216151502 6.45095291069178 7.15770233423992 7.41709344848881 7.51539757464924 7.14194173639549 7.23782974310729 6.87878504676841 7.30691415603519 7.5229907182592 7.67082498907486 7.34180091981861 7.85047629138771 7.55383935095359 7.52107354996277 7.52386088063469 7.53192589551835 7.1864334632833 7.34873454963593 7.33517045718943 7.54551299985659 7.72148438210179 7.85160255252564
"VSIG2" 7.69818538038834 7.4276304478141 7.42727389407692 7.13152057452775 7.7850808749877 7.44027908379909 6.98442649710438 7.23643778732866 7.67281304302121 6.78132950398883 7.47317241331229 7.45944747118232 7.16646179763518 6.98109655650918 7.13335393320067 6.84232193215942 6.61971945622693 7.45035084563794 6.69716267491557 7.6878489852663 7.20689866356642 7.57494246313073 7.24696462754899 7.20804805201878 6.63801829868784 7.48809991086256 7.38551412362817 7.69900497091418 7.38694761344484 7.72148438210179 7.76490119774624 7.64490678338359 7.70696743984222 7.77279624680378 7.03823263920397 7.47033206214082 7.51044798699071 7.59713057546312 7.72073567079224 6.98899184403629
"WARS" 6.75176686794935 6.54022680464522 6.6217213969741 6.58121105792456 6.65260561158152 6.91163915472005 6.68494814213313 6.63405623517237 6.71881565831164 6.77522596843334 6.47315797630787 6.57992690659414 6.50428991041153 6.73473587745068 6.21579531564562 6.29511806321992 6.45095291069178 6.37197058467448 6.29916763095649 6.99225970032682 7.06241428345888 7.04312783902913 6.93107894910975 6.6435640749158 6.75333841369651 6.91994333896491 7.38833026442234 7.08753512465541 6.99164706949486 6.58818322995075 7.14876874444874 7.15397857114921 7.20776808910442 6.8431959919794 6.61231765967669 6.81540824911763 6.70929125159713 6.84064799928842 6.99909349581666 7.72073567079224
"WARS2" 7.3023277103827 7.39848011409157 7.44064153964568 7.50998771858608 7.52608645345253 7.70775798916301 7.55878455969525 7.42541128390174 7.40078432613761 7.40982615001886 8.34167121466895 8.07292302142858 7.89439018648192 8.08740222267204 7.95487557157275 7.62187782037739 7.11393919118899 8.02571564927259 7.04437108123332 7.36780387766703 7.37092705168869 7.91663588520491 7.60103811808241 7.25243922522339 7.18541445439344 7.39355398666934 7.38115404443657 7.28497070892653 7.71676554635697 7.766831065952 7.64151446980981 7.56863786717431 7.43625668360344 7.69517806425302 7.58018811697213 7.77551365199526 7.78779612938411 7.90921735879334 8.05384224219446 7.12597344728219
"WAS" 9.38816008447111 9.11678486864231 9.13117959546704 9.32425773735255 9.06430631760706 9.32425773735255 9.20962390779166 9.38816008447111 9.14686470170086 9.38816008447111 9.19470411782039 9.04960321391105 9.30745884430999 9.58696335803449 9.25930027868743 9.22418705055724 9.63086417399349 9.07608582934772 9.60944850130464 9.27542566295032 9.30745884430999 9.50020136570659 9.10263728268692 9.56734900040449 7.35970433398553 9.14686470170086 9.72080129062167 9.45309871223601 9.17997671961688 9.20962390779166 9.42089944974115 9.37237880237155 9.27542566295032 9.24324781649817 9.65315143892778 9.22418705055724 9.14686470170086 9.02530808225788 8.98080628006199 6.57033600334127
"WBSCR17" 7.1433922524931 6.92897833480472 6.99407274914319 7.21006806456386 7.36780387766703 7.16859322715186 7.51406914624722 7.19215777690355 7.40703380214426 7.43547805287184 6.8051739521901 6.91885289263414 6.93571864419279 7.1033688727922 6.59157991169694 6.62951133618805 6.55680086443049 6.60030612282992 6.52009077873704 7.33548619129179 7.20540696352846 6.96047731967259 7.16556554376108 6.72965338273248 7.15540842064849 7.26206722094467 7.3319292655226 7.07334327170265 7.43845533358351 6.91924476513915 7.1864334632833 7.25568520837114 7.46467378610189 6.97976093375202 6.84445432156956 7.21985476782966 7.1350547955236 7.06157728195086 7.03500687167658 7.57789498714416
"WIF1" 8.11034165429609 7.93209579855137 8.03537047427459 7.83523897964729 7.93902651395212 7.85919582500921 7.7399161791186 7.78885294726012 7.95670220992484 7.33390001880549 7.9239641320094 7.91220747044599 8.13873737938004 8.09876748016124 7.76286754460933 7.85919582500921 7.74886023925546 7.80491921220721 7.86579942185422 8.05384224219446 7.9180422202944 7.88170374764552 7.766831065952 7.51271894529138 6.93420629964498 8.16490504575309 7.61548227614555 8.5072089995713 7.77644920242349 8.32308195334429 8.12895596329052 8.0167965614665 7.62520358361471 7.91069783391635 8.11034165429609 7.91069783391635 7.85300635221482 7.79402644748883 7.78314520656755 7.50728207759181
"WNK1" 7.10870412229137 7.14628425234866 7.11911970308342 6.92975394928009 7.27136966615385 7.09838557036528 6.7113619717571 7.01612129313515 7.0322272729426 7.09812231881514 7.0812707933186 7.14250827286303 7.13301041746374 7.13826882960563 6.82195740909152 6.85489316712101 6.85714799370977 6.9886778684416 6.8636817220857 7.14250827286303 7.00800666770966 7.03734789934519 7.07199736721683 6.91202795616814 6.85714799370977 7.25568520837114 7.5550066990354 7.34679296987133 6.76595940629958 6.96559845119588 7.11364636598332 7.17789418321913 6.85403478302115 6.81957877622517 7.21119015667516 6.89405477700979 6.81494559259745 6.92177606852707 7.04667466760604 7.91365796857514
"WNT1" 7.31164939600572 7.51539757464924 7.44370346480798 7.3167797744658 7.70470313856203 7.47438258131066 7.60398458397004 7.37871027652924 7.49765452434876 7.52061873043239 7.52386088063469 7.5014882248851 7.43625668360344 7.53926468975154 7.49637005838474 7.44793516097954 7.28530411283524 7.59294457395442 7.30952497824021 7.18276813132005 7.17134181721514 7.56720401215252 7.54096073429308 7.0667778013232 7.1789240889008 7.35835262153585 9.67791074140364 7.57097294237675 7.46143228912626 7.31297246463424 7.53926468975154 7.44647134738246 7.36958595714684 7.32959330204032 7.48809991086256 7.27786013816215 7.3375582057333 7.32989535829803 7.33059581482878 6.57033600334127
"WNT10A" 7.84925650665343 8.43236714988537 8.0167965614665 7.69594125877292 8.19551007629907 8.43236714988537 7.63896699810096 7.61663603004232 8.14953627894062 7.465969997185 8.72933661720403 8.59958209404951 8.44530866639955 8.0702369003289 8.62913642146093 8.41991798150617 8.07292302142858 8.62913642146093 7.98085460215102 7.7859625938876 7.76196623627541 7.90448659681021 8.18389779367479 7.34146465058917 7.16556554376108 7.73420223268083 7.58205632290319 7.94255889800734 8.31812660239265 7.68929642342797 7.93902651395212 7.93902651395212 8.31265398478835 8.35192689697944 8.27743365541586 8.33246818978698 8.29292017513757 8.38986072459704 8.28780643809092 6.57033600334127
"WNT10B" 6.90585439126001 7.22210845028476 7.31091827625779 7.22521986808073 7.39584983209234 7.36196939824687 6.76709176844174 6.81299350785111 7.29395065889482 6.89725015161391 7.32989535829803 7.33891232046935 7.27570781002903 7.43774832037857 7.21718446166798 7.14657253935553 7.13939610331358 7.3518789249167 7.13585275523437 7.17868770734807 6.71068078918792 7.16769479520988 7.28813427451395 6.91836884984926 6.96432071597063 7.05931648050299 7.44439208039947 7.35868251335768 7.19387869625059 7.24622885000652 7.34082562471671 7.18362404118756 7.70054779034018 7.24369851396 7.22908380521812 6.87842749810762 7.11848983113854 7.24219116531117 7.33819782971078 7.27019192318193
"WNT11" 7.42216583203698 7.68013616962869 7.95670220992484 7.98085460215102 7.72444915260056 7.58504274227541 7.96758481585007 7.90921735879334 7.67682130040244 8.46554713239384 7.69067808267141 7.7840344358399 7.71433283805101 7.95131906262776 7.58617729028878 7.50634955541059 7.59767148861195 7.6348542251141 7.78222058692462 7.55163535804301 7.72000439930096 8.18765140688095 7.7658219239799 7.21217502766629 7.21575642032648 7.68142713966252 7.48846398271572 7.63238550909901 7.72838316993356 7.68409067742988 7.66448699062102 7.65636487650178 7.4625988545854 7.53926468975154 7.42288272437449 7.50020711754211 7.59042837846247 7.64435949125852 7.53192589551835 6.82720649998271
"WNT16" 7.20029119162427 7.25943325787797 7.3089277781971 7.16312695786014 7.2969132479346 7.21816791342966 6.93190000139021 7.08073339823391 7.20178071148354 7.02480625693394 7.25915663552084 7.36511079888706 7.14824468379531 7.29960322045968 7.14774415319076 7.17674848672871 6.92752588698972 7.29589738948788 7.0083165332082 7.26004318194546 7.1909095110253 7.32102666401016 7.2479790906698 6.92294760371328 7.08518274100977 7.43697626198237 7.2195153733094 7.24025027937533 7.19273218768288 7.52344545752004 7.10479579675759 7.07779255538197 7.43774832037857 7.19751282054333 7.15372778416202 7.15919887683951 7.2752843119744 7.25568520837114 7.11449318820513 6.57033600334127
"WNT2" 7.09349344252072 6.78601157360269 7.09838557036528 7.01000581813792 6.91242879729481 6.62462760413051 6.46864091721325 6.7028905567293 6.37781013121321 6.57753391299187 7.01911226382728 7.35386990198849 6.91924476513915 7.43946838081631 6.782424128388 6.67663525272067 6.77063588475705 6.98185268905165 6.78132950398883 7.33097072182428 6.90883061879363 6.55392077087917 6.88223545671727 6.87580565797225 6.92784134586628 6.98589462205041 7.17361008156064 7.00898418968758 6.90214181062964 7.1287850191964 6.92140937751304 6.91718891565116 7.2212153395365 6.75064950929568 7.08073339823391 6.80423442622142 6.8841018463775 6.75446926302686 6.66561053752516 6.78452130637624
"WNT2B" 6.96293789600502 6.73165546677975 6.71611981261023 6.37781013121321 7.06588541476623 6.92403857872698 6.99095654914873 6.9670773023399 7.10925581219791 6.79795702835864 6.62066713155079 6.91575113702736 5.78175245723352 6.52170913128057 6.69933263178036 6.72294410072025 6.82341898281912 6.94644330493637 6.813494844172 6.82003096244027 5.80426000557384 7.17361008156064 7.08892338460493 6.71480217990199 5.90317911318775 6.92645689343561 7.23600872377785 7.148491166068 6.75228300994152 6.8579576953385 7.20092505489465 6.96084726431257 7.01139203389196 7.02511933217008 5.5995882428012 6.66912492066783 6.59703316703237 6.62561408754912 6.85129675971676 6.57033600334127
"WNT3" 8.51412502242173 9.04960321391105 9.03666538507621 9.08992695468456 8.78960899832864 9.03666538507621 9.13117959546704 9.11678486864231 8.86329610065724 9.02530808225788 8.71941241902856 8.69406637615434 8.58366229996441 8.45203938910876 8.92888649652303 8.98080628006199 8.80789509292254 8.82447102992461 8.80789509292254 8.54714096109856 8.7800170605245 8.84364365367412 8.54714096109856 8.7991610836643 7.24122586967889 8.06458513916777 7.70620639253219 8.61416131569039 8.52699727419885 8.84364365367412 8.53349371512959 8.26368462452193 8.52699727419885 8.78960899832864 8.72933661720403 8.72933661720403 8.74911421082077 8.91476836917586 8.99610995819248 6.57033600334127
"WNT4" 7.18214121696159 7.3754531030261 7.24396003249771 7.11656760948968 7.40440025899667 7.47925502170871 7.54096073429308 7.42997788339762 7.59356806755648 7.57590398980957 7.23670135563581 7.18306066299776 7.27661496713745 7.08551649197909 7.46557643932398 7.68350298489346 7.52430548507401 7.49248457622164 7.53381852811779 6.94680107770118 7.24396003249771 7.37871027652924 7.63080096907134 6.80175185627841 6.72294410072025 7.17477193000953 7.43435353743575 7.35039705536643 7.34935849493654 6.81856958230599 7.35152999850495 7.4904513077863 7.68013616962869 7.29192987286752 6.70437051644309 7.25426917835017 7.21782106737455 7.19443761621541 7.39103214709805 6.57033600334127
"WNT5A" 7.82403931521935 7.67622838856703 7.23558440179892 7.39103214709805 7.50377836312188 7.67746806121797 7.52608645345253 7.70876883604056 7.41441002680818 7.39315424710778 7.72073567079224 7.65327538320381 7.52700472438726 7.85047629138771 7.7812957465271 7.70543008160985 7.59474505733834 7.74802496527767 7.74073914392341 7.70054779034018 7.66013520655446 7.6503301447565 7.82194296805749 7.26509187619772 6.57377172228543 7.74402420158714 7.5014882248851 8.05384224219446 7.57687709381641 7.74802496527767 7.83523897964729 7.9338467630496 8.12595439231527 8.14585828898134 7.48926858905401 8.14585828898134 7.94062541130337 8.12895596329052 8.28220684903668 7.32901126239866
"WNT5B" 7.38694761344484 7.25043506107793 7.06822983505356 7.15024472731509 7.15682904792265 7.32577943980047 7.36812779993441 7.46373467917915 7.31543999483328 7.41709344848881 7.19443761621541 7.15833456332247 7.26206722094467 7.19215777690355 7.16646179763518 7.20564992670081 7.25013196583083 7.14716145342032 7.21923387945108 7.33357975029401 6.88223545671727 7.04991898042325 7.21888052986334 6.9563332741754 7.04283210281366 7.2891842856262 7.52862017647997 7.5422714029554 6.92684938825016 7.18921999750287 7.23314518747362 7.31331864773217 7.36336113391172 7.12632952518019 7.11973646107535 7.19359073629693 7.17918019674208 7.1741945434589 7.23254960905243 6.87541111049821
"WNT6" 7.73823655580268 7.77739162568952 7.64852342825918 7.78222058692462 7.81113384617602 7.78222058692462 7.74402420158714 7.71753563210418 7.88170374764552 7.69276349876406 7.73900473839359 7.67345502678467 7.98900768742188 7.87734542891607 7.78684410838957 7.81113384617602 7.90448659681021 7.78040995070574 8.01201682898053 7.83764769150287 7.59356806755648 7.24696462754899 7.68472395732246 7.31976142873058 7.23813829657419 7.7399161791186 7.44756520834833 7.84562454339176 7.5229907182592 7.73823655580268 7.71848394477932 7.66636460709489 7.81866263346304 7.65086213350818 7.45727196497056 7.70543008160985 7.71433283805101 7.65141682581257 7.65327538320381 6.86422119077861
"WNT7A" 8.90247172965648 8.88828912198827 8.76996198405319 9.10263728268692 8.05655546262251 8.94184466751777 9.08992695468456 8.90247172965648 8.08094893281812 7.71199928081104 8.80789509292254 8.2978854947268 8.21710647923011 8.2978854947268 8.94184466751777 8.58366229996441 8.90247172965648 8.72933661720403 8.36795590384848 8.5606260649611 8.86329610065724 7.09893983903562 8.7800170605245 9.20962390779166 7.26861676826958 8.09025086243471 8.03806604847209 8.63734110553558 8.71059324943199 8.59125667988701 8.85309525217721 8.17624288864124 8.60639524033538 8.99610995819248 9.17997671961688 8.74911421082077 8.87468348601524 8.68556236688215 8.72933661720403 6.57033600334127
"WNT7B" 7.16009122442219 7.41332276065055 7.40951180942841 7.41120391870377 7.3606961236489 7.37757201697911 7.34352957049785 7.34418715577254 7.3266976490447 7.57052614994205 7.37303890307326 7.3510879029772 7.6348542251141 7.70223341740899 7.4351530237302 7.61100576717217 7.68292022406114 7.29930240317995 7.62053406956363 7.33689979495145 7.29589738948788 7.48542136097209 7.50418220652988 7.05325367501314 7.09786876828266 7.32166010329745 7.46424204012511 7.41796527695346 7.38346418671607 7.22608664380165 7.42541128390174 7.46298806516678 7.51982050677941 7.33616483074688 7.11303626691267 7.2908141388343 7.32634889529674 7.34418715577254 7.30415285133057 7.04164416209432
"WNT8A" 7.48218961112605 7.40703380214426 7.25125953363477 7.37303890307326 7.3846112770608 7.17477193000953 6.7430420786884 6.94608311525061 7.26824837293594 6.79686196307611 7.27570781002903 7.36442335753663 7.35897465534107 7.14056666442511 7.36227847532148 7.31573328085796 7.24185965576415 7.40117962833176 7.34387686924376 7.63818582167025 7.53103021659001 7.05185954007164 7.22574109025305 7.12202353163297 6.99561383283564 7.49465869986895 7.23408295820802 7.55738836104301 6.830045520864 7.46708281271088 7.57304596955039 7.44140079383802 7.42325918171513 7.31872187695815 6.94364129585285 7.43326638185737 7.29395065889482 7.25013196583083 7.37834359828044 6.57033600334127
"WNT8B" 4.52236097915857 6.94032827778832 6.73165546677975 6.87735143636125 7.01577034092912 6.81540824911763 6.68417269007373 6.72371900184512 6.94117881838257 6.89089647034591 6.74176712093603 6.78344439854169 7.0083165332082 6.86791075406029 6.91123185679816 6.93732995110239 7.03144906626236 6.84482504801559 7.03144906626236 6.87842749810762 6.98589462205041 6.73832421095501 6.82341898281912 6.61872865845803 6.83638107682683 6.82909599642886 7.21486742627256 6.9442680724624 6.84527947658404 6.64997007088835 6.8410876058349 6.80014678020469 7.26383853685566 6.77853938808878 6.80372260103613 6.99067219352822 6.84402496138828 6.74761509272102 6.83723138355427 6.57033600334127
"WNT9B" 7.73590179199925 7.59356806755648 7.44906491473244 7.7325531010532 7.33026605829263 7.39584983209234 7.70299853055594 7.63431927275209 7.36477075333454 7.68292022406114 7.64021984335815 7.52756944693621 7.85160255252564 7.84790216157369 7.71041208148971 7.72444915260056 7.7658219239799 7.57052614994205 7.91220747044599 7.83869577703474 7.75301446839283 7.67746806121797 7.43658635121932 7.28813427451395 7.17393811777184 7.7135752925398 7.19387869625059 7.94062541130337 7.56126845273501 8.06752162832278 7.71604315259654 7.56430630916982 7.5184943634252 7.63818582167025 7.62734216141599 7.72366796755498 7.60051022723178 7.54504765244793 7.66886188416749 6.57033600334127
"WWP1" 6.81765148353904 6.96559845119588 6.94080848485521 7.06417269171189 6.53418554384438 6.34548989662044 6.60589480606178 6.14912938120328 6.29511806321992 6.53257049556878 6.93571864419279 6.96844675081409 6.96047731967259 6.83593723822618 6.79156914864009 6.83638107682683 6.88065409017735 6.72225732560201 6.88150101266113 7.10664095700456 6.54800420715745 6.52319056686922 6.72965338273248 6.61540255250067 6.68084996400963 6.41930374281691 7.09376841715515 6.90505897212427 6.71611981261023 6.7876653037069 6.80991236410509 6.70862059103056 6.41930374281691 6.44450758175391 6.5751048807538 6.33792799022108 6.19935597686897 6.17069741986023 6.75506173042422 7.48542136097209
