"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"CLCN2" 7.43658635121932 7.26260303726872 7.40000748746205 7.56385034688828 7.05845273703472 7.34971777513422 7.66886188416749 7.58359265088033 7.33357975029401 7.69900497091418 7.43144377402925 7.35255064403484 7.3411527689597 7.56575695049024 7.53718957905384 7.47226413169939 7.69134796463571 7.38949149851074 7.73007930847034 7.47264188536569 7.1725799366662 7.1150946604387 7.20945745273937 7.91663588520491 8.68556236688215 7.46832176178131 6.96952304511145 7.40778540152516 7.22181517497206 7.58018811697213 7.10181418689673 7.11568350232716 7.42997788339762 7.46708281271088 7.79402644748883 7.69276349876406 7.57880616604266 7.57739517846539 7.28813427451395 7.14089812425808
"CLCN3" 6.78076532538363 6.73405674046148 7.00368310148726 7.00034862405449 6.54318203607972 6.88449527871745 7.42360102854336 7.2829425236552 7.00960470291537 7.52803706710765 6.8995935973132 6.78933337076133 7.01471350209892 7.15800337081317 7.08374899125436 7.1773353348536 7.36511079888706 6.86272813849172 7.28261665155253 6.88354996072172 7.06417269171189 7.1864334632833 7.05485761495517 7.57205545633127 8.65480454642697 7.02282419788988 6.87964541450563 6.75333841369651 6.89768393468252 7.02152599128389 6.97402470123762 7.00671179563712 6.91836884984926 6.90505897212427 7.55975703177602 7.20776808910442 7.17105181092519 7.07444484370767 6.93845529239614 7.64977781987412
"CLCN4" 6.59157991169694 6.60799449406052 6.88971108272082 6.63896704022604 6.05418087604752 6.77967342395246 6.41440420277977 6.73224311871581 6.61231765967669 6.71945491928666 6.48115409461225 6.5247370263985 6.95882465616205 6.93807604664024 6.85530639048078 6.9814909704213 7.18772447868851 6.70785934860411 7.12544548002631 6.95928670253971 6.76481882269937 6.46455819611935 6.77801809547865 7.52257911714718 7.74966899612667 6.79632948683833 6.70507215940693 6.37781013121321 6.8224162638132 6.42657718347007 6.76037169842054 6.81587892338108 7.07630004123295 6.55239417823113 7.30924165373107 6.78708918065264 6.68417269007373 6.5724686501776 6.68568446992522 7.31809732106697
"CLCN5" 7.06849790950304 6.98589462205041 7.11303626691267 7.07567732862028 6.96195014661054 6.9471136794958 7.24092664310173 7.08551649197909 7.22488858724623 7.43477499918382 6.92819680109113 6.84064799928842 6.92784134586628 6.99005903225598 7.1009993275611 7.11481465841756 7.28954945875417 7.03794465524425 7.21006806456386 7.06241428345888 7.06621030616415 7.43625668360344 6.93609950407029 7.62053406956363 8.06189159110219 7.12291994383699 6.95517215048887 6.89017519526057 6.94184494195374 6.83939226618569 6.88933334851282 6.94496657812339 6.46219492998879 6.8419189877771 7.57356560628957 7.32042047381668 7.17674848672871 6.99589872461411 6.8345165639838 6.80468153072997
"CLCN6" 8.17258546147808 8.06189159110219 8.41991798150617 8.35732096993989 7.97890103758095 8.06458513916777 8.44530866639955 8.26825565966481 8.11336286308171 7.95294831683697 7.95294831683697 7.93902651395212 8.10446692360442 8.15762647906258 8.09310689568174 8.23990029452855 8.21238628426013 7.94942895795733 8.25870175807944 8.32308195334429 8.44530866639955 7.93528003040972 8.38986072459704 8.46554713239384 8.08403724130663 8.17258546147808 6.94680107770118 8.00990184033262 8.24986505355781 7.97142168987579 8.27279646031629 8.36261392198596 8.35192689697944 7.846708102398 8.25441725646115 8.14217547643601 8.09876748016124 8.04338779807555 7.83649603865414 7.3375582057333
"CLCN7" 7.53332412156211 7.54141942930723 7.70775798916301 7.70966508150079 7.26031179729577 7.5602848398994 7.68862649380747 7.72285693275876 7.54009893806502 7.73095488075366 7.49206532147686 7.23643778732866 7.47438258131066 7.80687656302899 7.63431927275209 7.66571609459237 7.82613160662631 7.44027908379909 7.83989471397159 7.54315062693189 7.46557643932398 6.83723138355427 7.61281691198445 7.93902651395212 8.39516491900897 7.51180748436849 6.69124305289821 7.09893983903562 6.99253185171661 7.54315062693189 7.46671642945695 7.53840762366437 7.63080096907134 7.36442335753663 7.56817290575729 7.5229907182592 7.46467378610189 7.37303890307326 7.25013196583083 7.26206722094467
"CLCNKB" 7.09323893897324 7.26795058135308 7.02441798969513 7.26260303726872 6.82389870069723 7.22181517497206 7.02998931607236 7.07199736721683 7.06934159986347 7.13029412703336 6.96293789600502 6.91794288842056 6.81765148353904 6.97434353933591 7.18392066923814 7.15946316604893 7.08892338460493 6.95670676259637 7.16556554376108 7.33226634621446 7.18772447868851 6.73027868505518 6.94331219310804 7.57155814466991 7.74073914392341 7.10632623635934 6.73716225678988 6.923654919428 6.72581617727466 7.08215099002905 6.74000881445441 6.79428791549716 6.85878114722074 7.23435823899245 7.19443761621541 7.59356806755648 7.36648807391594 7.35609050438893 6.98185268905165 6.57033600334127
"CLDN1" 6.89367169308121 6.6571850761338 6.74110384520856 6.83238837249805 6.11746179494274 6.77576165311882 7.18738424947017 7.02998931607236 6.77122305421512 7.19443761621541 6.74698110407393 6.76539039468881 6.86572138316906 6.9399680602423 6.90963122016618 6.84938691048034 7.09427680111936 6.66912492066783 7.02860559713855 6.87770476680878 6.63138353315372 6.00179223859027 6.84662515711405 7.52430548507401 7.73331264837484 6.88705861392029 5.94684940029591 6.35572227930412 6.37197058467448 6.59917231365185 6.89921381159424 6.91615723361748 6.96909505201971 6.80610538152722 7.08923900117394 6.89053952143146 6.77744526530914 6.83284933505501 6.85221459499234 6.95108499036039
"CLDN11" 7.0781798685427 6.60477497331037 6.92213417998148 6.96676435192712 6.88933334851282 6.65088969851084 7.78684410838957 7.56524768377446 6.81446787524267 8.05384224219446 6.39032669615059 6.61231765967669 6.62561408754912 6.92140937751304 5.69972984793641 6.09123163512014 6.31072088979864 5.97512010352653 6.27486728250252 7.18186095649759 6.91756267445628 6.93228457093788 7.13245182760988 6.62066713155079 6.93190000139021 7.15142400021331 7.2969132479346 7.02892848043199 7.13678677445566 7.10045730404533 7.36477075333454 7.3401532011079 6.78878649596421 6.82003096244027 6.73345066134442 6.76426488126454 6.83804520687089 6.80890550384985 6.90288561924899 7.13245182760988
"CLDN14" 6.87964541450563 6.91290189895096 7.14943037073089 6.94866426673635 7.01000581813792 7.3484336146718 7.34711545204608 7.20887971810889 7.23033913045091 7.49248457622164 7.18888233747309 6.92067244135696 7.23930245019135 7.41332276065055 6.42172384257371 6.42413353838633 5.97512010352653 6.2422384859109 6.05418087604752 6.98329131423011 7.28168574636541 7.91220747044599 7.37200853763437 6.80796302105372 6.85623716892077 7.3319292655226 7.26260303726872 7.18186095649759 7.52023557686306 7.27846645725741 7.41159307656933 7.4351530237302 7.68409067742988 7.30049459989205 6.83100140806166 7.2545494004915 7.33262777807185 7.25331123576091 7.28102049090509 6.76949718127323
"CLDN16" 7.2372580196531 6.95312332660994 7.00960470291537 6.97022577194287 6.54022680464522 7.00800666770966 7.06184550969758 7.21217502766629 6.73601271026345 7.19722035865203 7.15770233423992 7.18133260137346 6.86702505308193 6.77967342395246 6.54163197085379 6.37476595215756 6.26210007715782 6.41185090174594 6.34879812470924 7.25304008790505 7.01612129313515 6.83593723822618 7.11630376499165 6.96774005817746 6.76316050389059 7.42325918171513 7.29153454894122 7.12326871578342 6.94644330493637 7.38912194700882 7.17329786701389 7.12002627451511 7.05221153595683 7.16918898855196 6.91676332963737 7.34213304750053 7.25215033525668 7.26606568054516 7.20804805201878 6.57033600334127
"CLDN18" 7.3474162385537 6.56686204459489 6.32269143980956 6.77576165311882 6.54954280850226 6.95451233892344 7.70144233167431 7.58109636887132 6.88933334851282 7.846708102398 6.75738700728216 6.88837945044923 6.77463218458296 7.0710109955383 6.1829721928459 6.12580715485919 6.3842591619081 5.78175245723352 6.46455819611935 7.56907778527541 7.0975077046962 6.78821153605738 6.91441852775967 7.08551649197909 7.10925581219791 7.37975322074043 7.34449591734091 7.2479790906698 7.3190793358015 7.22392488039358 7.3017813584928 6.98442649710438 7.24433576211365 7.07379086654087 7.14484512178782 7.35451307587826 7.24664900331029 6.92213417998148 7.01774186217905 6.57033600334127
"CLDN19" 7.10955815635661 6.68417269007373 6.67414076893244 6.75064950929568 6.61437026881416 6.830045520864 6.8636817220857 6.96225511339332 6.71546159565048 7.14824468379531 6.78190721116963 6.74110384520856 6.89330176869389 6.98185268905165 5.93314297015605 5.63994177175512 6.21013798258805 5.51613128071441 6.29511806321992 7.51539757464924 7.05676948598267 6.83190923559038 6.91334560293007 6.89330176869389 7.03568038285902 7.25793253999538 7.13585275523437 6.88705861392029 6.93926133679711 6.97136944742904 7.18888233747309 7.01809832401582 7.09291231348859 6.88491609357996 6.89690464509089 7.20724885375237 7.14456290047588 7.00730164353635 6.9006587376354 6.57033600334127
"CLDN2" 7.28601355390727 7.16286967121044 6.76709176844174 6.76539039468881 6.93926133679711 7.13559085624754 6.96047731967259 7.03851349691975 7.17943075847574 6.75388377194148 7.2312563954738 7.01348665490837 7.06822983505356 6.88971108272082 6.39589352527172 5.40723645309134 5.86536412449577 6.33792799022108 5.72785454165873 7.22574109025305 7.05383467920759 6.92897833480472 6.93153390745337 7.10838254512934 6.81033960881832 6.95882465616205 7.09029710250935 6.84938691048034 6.88265993882994 7.06472122735347 7.0422458430603 6.9399680602423 7.37027013704588 7.11765169533495 6.72225732560201 7.18072020003944 7.11568350232716 7.12911607640034 7.19938410210942 6.57033600334127
"CLDN3" 7.43326638185737 6.94331219310804 6.70143840980526 6.59268789525612 6.85530639048078 7.26795058135308 6.6571850761338 6.84570176278124 7.26543677279869 6.80890550384985 6.99374666392122 6.79217202051338 6.97136944742904 6.8769569066223 6.14156880853229 6.04527107860385 4.64841904558016 5.989287331845 5.20408256180342 6.89725015161391 7.198828015489 7.5489717594884 6.94184494195374 6.68971439185022 6.17069741986023 6.93571864419279 7.02282419788988 6.94608311525061 7.13301041746374 7.11449318820513 7.13911638269638 7.04991898042325 7.67207532292377 7.22298176273101 6.52956746557343 6.99467623065964 7.12700056586736 7.1159832628352 7.30380568607271 7.11109075515705
"CLDN4" 7.63818582167025 7.1997184653646 7.31751141686912 7.34253092595148 7.31872187695815 7.38949149851074 7.84447527455349 7.90448659681021 7.52958654087526 7.53679086514747 7.38505625526538 7.16918898855196 7.22392488039358 7.17169126964465 6.52170913128057 6.22664674027079 6.3070729339098 6.24704330817103 6.41683298882912 7.75388786806085 7.59713057546312 7.74732367135 7.32959330204032 7.17294825301281 7.17134181721514 7.51539757464924 7.14031075274857 7.21006806456386 7.47475976479244 7.49165924060888 7.50548522065064 7.37409823672027 7.41544157633044 7.3348646292387 7.41053724307829 7.46958119748138 7.50189033584945 7.47394433444876 7.48727117019021 7.03500687167658
"CLDN5" 7.20776808910442 7.18161203805696 7.48542136097209 7.25215033525668 7.40157251961895 7.37027013704588 7.62053406956363 7.43362558158662 7.48400972676003 7.67021198131282 7.11818265182297 7.12175526491052 7.23558440179892 7.09167733546339 6.37197058467448 6.19935597686897 6.23153256673136 6.17069741986023 6.33792799022108 7.2746668626226 7.69517806425302 7.66512377046263 7.60984955409223 7.02045816896329 7.19414098767884 7.61485507812538 7.08551649197909 7.15540842064849 7.79077537493973 7.32102666401016 7.58155950458896 7.55645936885672 7.73007930847034 7.31751141686912 7.01348665490837 7.30924165373107 7.31268072982716 7.30020638935817 7.2527036994493 7.44995570198503
"CLDN7" 7.40982615001886 6.89883289889418 6.93962562046011 6.65617844575257 7.25070830004715 6.96195014661054 6.69423531238325 6.81160167891193 7.25915663552084 6.92897833480472 6.77295619282125 7.06359918680812 6.8818612496881 6.96432071597063 6.01327444393084 6.17696780823276 5.989287331845 5.67243271053891 6.08195577554794 7.38654308807895 7.5032679835836 6.66480564846841 6.97272053394456 6.88663434200175 7.01348665490837 7.33451075702248 7.07507153838121 7.02607235879211 7.27320211238732 7.20855225914028 7.04283210281366 7.01714045403884 6.82535120790169 6.96492826501268 6.87735143636125 7.11335980499281 7.01320149425556 7.02677332506763 7.05615464351952 6.83190923559038
"CLDN8" 6.64551622644022 5.82440520536062 6.68003195184714 6.72083569579437 6.63405623517237 6.60589480606178 7.11303626691267 7.02408289268277 6.76893645533954 7.17229561637652 5.34420239500334 6.54477209439888 5.94684940029591 4.86059974663853 6.25244690446127 6.30322538141183 6.66313359028591 6.5247370263985 6.59157991169694 6.93347998976509 5.78175245723352 5.5995882428012 6.81637296586468 4.71588726526245 4.86059974663853 7.14514520561541 7.62788322277257 7.15711832591871 6.95517215048887 6.19935597686897 7.03293532624528 6.98519771425555 6.79044413815452 6.84272198456808 4.23468553298138 6.19935597686897 6.36502981449081 6.45984335819353 6.71611981261023 6.57033600334127
"CLEC11A" 6.71546159565048 7.14999305061175 7.45944747118232 7.26146360873078 6.93498107877656 7.2829425236552 7.21718446166798 7.03823263920397 7.15056407411684 7.065045281207 6.60365501174259 6.34548989662044 6.98366237692312 6.97976093375202 7.09893983903562 7.36404465291646 7.40883100539813 6.91615723361748 7.30323114798398 6.74058170011636 7.28567656376713 7.28986859256173 7.14999305061175 7.58781496102899 8.48528891401923 6.73089471134223 6.37781013121321 6.63043711135335 6.99437021689424 6.62365915491233 7.00671179563712 7.04667466760604 7.53011850708153 7.03500687167658 7.02892848043199 6.91242879729481 6.92897833480472 6.9353416459131 6.97942243939105 6.89129999108812
"CLEC14A" 7.60223947629042 7.34873454963593 7.51982050677941 7.71753563210418 7.09515104055907 7.31609647363335 7.51704910700678 7.35318466717982 7.3078249436674 7.33986224473564 7.59767148861195 7.465969997185 7.57356560628957 7.75221038510069 7.62663239557819 7.47845414482843 7.6878489852663 7.43625668360344 7.59585948336918 7.75221038510069 7.40982615001886 7.09062919336189 7.67021198131282 7.7583339854928 8.71059324943199 7.38949149851074 6.86975332950972 6.97814312914444 7.29960322045968 7.5328462632226 7.6368569280613 7.55383935095359 7.35286614993137 7.35935429123585 7.55207293614988 7.56524768377446 7.57739517846539 7.48077039952114 7.45419384570878 6.89089647034591
"CLIC1" 6.87735143636125 7.3804148124473 7.56190426144789 7.56524768377446 7.1789240889008 7.33451075702248 7.36749754087091 7.29291135987792 7.43106280865812 7.30754851755908 7.10632623635934 6.85714799370977 7.21186448345545 7.18581397695492 7.30754851755908 7.39067145149041 7.43362558158662 7.06533101436229 7.35935429123585 6.81681425905189 7.34711545204608 7.3248473127127 7.06875142721251 7.66195024633934 8.34167121466895 7.06271583027971 6.39856650059747 6.82625767192212 7.13245182760988 7.18860013383871 6.9687987649254 7.02248607223598 7.21091837317942 7.20724885375237 7.17616853304854 7.16646179763518 7.2284848737776 7.1764764052428 7.02015597758951 8.28780643809092
"CLIC2" 8.04058916896851 7.59767148861195 7.50900665960318 7.6676068290205 7.45419384570878 7.5328462632226 7.53802400178078 7.60527900734318 7.68350298489346 7.34321433012831 7.60223947629042 7.53718957905384 7.61357043739316 7.58504274227541 7.66512377046263 7.70966508150079 7.5184943634252 7.58064305563175 7.73095488075366 7.90921735879334 7.81323380233713 6.92332030641495 7.13734479975422 7.98900768742188 7.84562454339176 8.07548219141428 6.66313359028591 7.99763694253423 7.14943037073089 8.30281641841226 7.77179761169179 7.36100719971893 7.30627110427234 7.66512377046263 7.87734542891607 8.07548219141428 7.68929642342797 7.63896699810096 7.79975903696837 7.02312645728128
"CLIC3" 6.97466063178007 7.26444421698562 7.52862017647997 7.47475976479244 6.80610538152722 7.49724841270718 7.3459013594144 7.22428059227275 7.26894432538445 7.62240723487172 7.02677332506763 7.05185954007164 7.14684823154947 7.29620500341554 7.34290999551534 7.42360102854336 7.50189033584945 7.29871946828401 7.37165341344066 7.25480987683094 8.07548219141428 7.57922193928261 7.33819782971078 7.70470313856203 8.34660258437524 7.07659207033533 6.82581967863533 6.99067219352822 7.43144377402925 7.02441798969513 7.16400536028016 7.15254230241753 7.37339481683238 7.35484060417404 7.47072712276915 7.68703103043486 7.79848444629823 7.61941596534172 7.43990889039001 7.02015597758951
"CLIC4" 6.7990641401783 6.81033960881832 6.70507215940693 6.71945491928666 5.27514212705273 5.40723645309134 6.19935597686897 6.62951133618805 6.31885234883934 6.33792799022108 6.47092880767216 6.68812302492881 6.70218533962963 6.58582011880685 6.82863937087973 6.86185074315436 6.86185074315436 6.57097716023595 6.83284933505501 6.81116919037097 6.09123163512014 6.96195014661054 6.64456593734673 7.42923039570873 7.52862017647997 6.25244690446127 5.69972984793641 6.6571850761338 5.80426000557384 6.69124305289821 6.61540255250067 6.61660575841208 5.8440742398927 6.17069741986023 6.99282676291056 6.64917244088857 6.70507215940693 5.80426000557384 6.17069741986023 7.64554335924214
"CLIC6" 7.13181333436676 6.71275251793979 6.78878649596421 6.672400008052 6.36864135530385 6.91242879729481 7.00700393916819 6.76893645533954 7.03293532624528 6.79428791549716 6.39308212556683 6.37476595215756 6.60589480606178 6.36502981449081 6.8345165639838 6.88449527871745 6.90357877384572 6.77122305421512 6.83498344059802 6.82291453675291 6.65260561158152 6.31485381152286 6.6435640749158 7.41630081396212 7.52803706710765 6.53257049556878 6.39032669615059 6.69423531238325 6.23153256673136 5.5995882428012 6.65344628445075 6.68003195184714 6.75064950929568 6.81116919037097 7.11656760948968 7.02511933217008 6.84527947658404 6.69640153645177 6.95483620796827 6.79156914864009
"CLNS1A" 7.2740971128937 7.1789240889008 6.62365915491233 6.59703316703237 7.19359073629693 7.22879132303718 6.81446787524267 6.91048536252259 7.37871027652924 6.69716267491557 6.86053967643708 6.80423442622142 6.71343565590431 6.56969484644658 7.02480625693394 7.16949892449381 7.05157685072354 7.0083165332082 6.94496657812339 6.79428791549716 6.91794288842056 6.19404554689199 6.87580565797225 7.50854270238309 7.54848547099385 6.58692675645464 6.45984335819353 6.98476486434675 6.63992555133199 6.76426488126454 6.9823262948309 7.04728003481854 6.87259757097644 6.97402470123762 7.04949259444829 6.70713742363769 6.73948388768505 6.61334963047483 7.05185954007164 7.95131906262776
"CLOCK" 7.83287543936763 7.85422091619002 7.75221038510069 7.67808125163634 8.10738915173934 7.84447527455349 7.81647085522777 7.64435949125852 8.13200022372764 7.22940193659337 7.82961370921913 7.73420223268083 7.68703103043486 7.38311472581416 7.83649603865414 7.82961370921913 7.72214028779592 7.86579942185422 7.71753563210418 7.77739162568952 7.80079395868532 6.94117881838257 7.54650372978674 8.00990184033262 7.7850808749877 7.80182935749726 6.83284933505501 7.44722482424464 7.67808125163634 7.87598249630445 7.64739852484023 7.62240723487172 7.39808277554808 7.78985383630519 7.43071724114892 7.75926489876054 7.75388786806085 7.6632211210088 7.37615983405734 7.62963448791555
"CLTA" 6.63515887753132 6.28696906813198 6.94117881838257 6.87878504676841 6.69124305289821 6.69046371657641 7.08374899125436 6.9453328785743 6.76264960826056 7.27846645725741 6.01327444393084 6.18830835283902 6.16390451043196 6.5581008628355 6.37476595215756 6.31072088979864 6.68568446992522 6.58359407109672 6.70713742363769 6.82957060410183 6.18830835283902 6.43343131087258 7.18133260137346 5.46291907347538 5.94684940029591 7.17968229686443 7.93689623375777 7.35702373714153 6.99282676291056 6.45773616936397 7.30261406496675 7.38505625526538 6.96384534647661 6.75623412895531 6.47706054742408 6.76037169842054 6.67493429794144 6.7264358203698 6.86422119077861 8.87468348601524
"CLTB" 7.46995147086358 7.4186663406304 6.66226499017715 6.83284933505501 7.69818538038834 7.66448699062102 7.09457514573324 7.44684757462755 7.71199928081104 6.87300619337195 7.66253279600064 7.62905710536085 7.16258303383786 6.68417269007373 7.59294457395442 7.10870412229137 6.84149722027438 7.80899877187191 6.83893545955632 7.44871373330224 6.65974019879128 6.81210271089196 7.1361155384998 7.0812707933186 6.23153256673136 7.52565694888574 7.70775798916301 7.60747822805111 7.18948757084484 7.42997788339762 7.31134512708591 7.3846112770608 7.1883082986614 7.6188116373068 6.91756267445628 7.63022568053879 7.6092449311982 7.54943679730126 7.76381148429011 7.6613272960751
"CLTC" 7.79975903696837 7.25367254302834 7.28635256872776 7.40440025899667 7.18424995422953 7.19535712189255 7.33616483074688 7.49765452434876 7.16556554376108 7.78885294726012 7.41902127850648 7.38949149851074 7.46218897447968 7.57836971185993 7.31573328085796 7.23813829657419 7.08073339823391 7.3459013594144 7.35419943225384 7.86752280418031 7.54800879543692 6.85530639048078 7.40228096999167 7.17563249362502 7.15711832591871 7.78885294726012 8.7800170605245 8.24986505355781 7.36032321835035 7.91663588520491 7.7135752925398 7.5825542088872 7.19242637357917 7.55445425726591 7.3232430434266 7.73744829155921 7.61281691198445 7.48578836420004 7.59294457395442 9.35567698620734
"CMAS" 7.29291135987792 7.20887971810889 7.28039547333276 7.27167348859504 7.23842920362706 7.36442335753663 7.19570557539958 7.16206006567507 7.09515104055907 7.10870412229137 7.30549744575352 7.3190793358015 7.20621049788605 7.09515104055907 7.16340833002178 7.04797712796842 6.92177606852707 7.20482781274772 6.94032827778832 7.14999305061175 7.14456290047588 6.95971331008275 7.30754851755908 6.99195936268964 6.66143035659887 7.1997184653646 7.64151446980981 7.57687709381641 7.32989535829803 7.30380568607271 7.30691415603519 7.27287480972706 7.27720604987295 7.31164939600572 7.18044080934665 7.32166010329745 7.3136084777785 7.42881155895978 7.54055370765381 7.58560952047004
"CMPK1" 6.89523766848907 6.63701768081662 6.83284933505501 6.91994333896491 6.69276343394999 6.5247370263985 6.83100140806166 6.78933337076133 6.56401942409912 6.81033960881832 6.52009077873704 6.79156914864009 6.61231765967669 6.85921813647244 6.59917231365185 6.63138353315372 6.76649286382764 6.52170913128057 6.78190721116963 7.26120087386855 6.67081449191689 6.86572138316906 6.8801385221174 6.60905972326877 6.8070224107682 6.81446787524267 7.59992588058192 7.24664900331029 7.02998931607236 6.79269743217779 6.93385336790566 6.96384534647661 6.77522596843334 6.39589352527172 7.06905264333243 6.59810106404486 6.61660575841208 6.51134080998398 6.52170913128057 7.60167860001168
"CMTR1" 6.84149722027438 6.92784134586628 7.04369680997446 7.16618355607933 7.23094482800817 6.93732995110239 7.03535229647877 6.81637296586468 7.08866658158514 6.92177606852707 6.90963122016618 6.99561383283564 7.07334327170265 7.16885639354887 6.74110384520856 6.97535191215249 6.82625767192212 6.8733891501488 6.84527947658404 7.13473253008305 7.00770316791566 7.36648807391594 7.01000581813792 6.5937906707358 6.91718891565116 7.07593634723749 7.64618295818856 7.2969132479346 6.79217202051338 6.87541111049821 7.0020073980272 7.00639333807898 6.86010680848243 6.72581617727466 7.01774186217905 6.82815930886397 6.92684938825016 6.87580565797225 6.64088481161071 7.52803706710765
"CMTR2" 6.91242879729481 6.37197058467448 6.67744103096023 6.50065152059739 6.49315289112583 6.18830835283902 5.989287331845 6.66143035659887 5.67243271053891 6.62462760413051 5.40723645309134 6.06363865482613 6.04527107860385 6.59049739740344 6.35243699437189 6.58359407109672 6.70713742363769 6.38126698712536 6.74058170011636 6.87878504676841 6.22664674027079 6.17696780823276 6.68417269007373 6.37476595215756 6.45095291069178 6.81765148353904 7.59767148861195 7.25183342083706 6.58359407109672 6.30322538141183 6.81540824911763 6.77352979691713 6.672400008052 6.31885234883934 6.86422119077861 5.5995882428012 6.35243699437189 6.23733801759984 6.52956746557343 7.23930245019135
"CNDP2" 7.06588541476623 6.82051298982635 7.30484619466538 7.20178071148354 7.07567732862028 6.89997196445465 7.08073339823391 6.98711055699979 6.93807604664024 7.19273218768288 6.69046371657641 6.90324782079502 6.70576487780759 6.77744526530914 6.58359407109672 6.65437117939296 6.64640198475626 6.73601271026345 6.64268954947171 7.35609050438893 6.98635681729404 6.98073943614633 7.1725799366662 6.86658677353252 7.03073621794282 7.17701217582347 7.73667692273048 7.34253092595148 7.13444851849634 6.82957060410183 7.27689567096422 7.28360325154058 6.97344051234369 6.81033960881832 7.19181496167886 6.93107894910975 6.94331219310804 6.82957060410183 6.88491609357996 7.22940193659337
"CNGA1" 7.61357043739316 7.64618295818856 7.77551365199526 7.59474505733834 7.35451307587826 7.6613272960751 7.56126845273501 7.55163535804301 7.4522889240885 7.08923900117394 7.69276349876406 7.6789015417366 7.49122596964634 7.60468419026125 7.73420223268083 7.53557111080597 7.44140079383802 7.60693420629348 7.43845533358351 7.44370346480798 7.39693372577736 7.65891367099929 7.46671642945695 7.89728438641722 7.80792553924476 7.4888528118465 6.75119167529324 7.23468368217596 7.58504274227541 7.62116708702961 7.14943037073089 7.15625721538441 7.05985000000354 7.67950960597576 7.08492091894844 7.67413413880802 7.70054779034018 7.64914255092324 7.27167348859504 6.57033600334127
"CNGA3" 8.23990029452855 7.96569180220222 7.8874302673477 8.00517320569844 8.06189159110219 7.88170374764552 8.05655546262251 8.12595439231527 8.09587307056852 7.890206023063 7.96569180220222 7.98900768742188 8.03537047427459 8.12283501279097 7.96036386367431 8.20792745770382 8.18007723603597 7.88170374764552 8.22685408937834 8.11679275805549 8.29292017513757 7.98269416904807 7.98900768742188 8.33246818978698 7.68142713966252 8.09587307056852 7.01439832776616 8.20792745770382 8.00002278697395 7.90921735879334 8.00517320569844 8.22188496083814 7.91069783391635 7.72000439930096 8.37321543006011 8.04338779807555 7.9639135669319 7.93045533277583 7.79077537493973 6.57033600334127
"CNGA4" 7.22488858724623 7.00931694527857 7.09401693789431 6.99999745101472 7.27786013816215 7.08518274100977 7.34490703240301 7.19008456361769 7.28465821538209 7.30349716500384 6.82863937087973 6.66143035659887 6.88491609357996 6.89053952143146 7.09613631218323 7.35255064403484 7.43697626198237 6.98841473022824 7.43946838081631 6.63515887753132 7.26323332234017 7.27876093400058 6.66394670105178 7.47638982943551 7.87178153177562 7.19722035865203 6.8023074818006 6.50240702822954 6.9453328785743 6.36502981449081 6.63609870600754 6.7028905567293 6.88574888058787 6.88223545671727 7.67622838856703 7.02152599128389 7.097248055252 6.95739391930676 6.62365915491233 6.57033600334127
"CNGB1" 7.73502571744449 7.46022644756308 7.71753563210418 7.66253279600064 7.75487174524446 7.54414490224832 7.9239641320094 7.83178877655142 7.78985383630519 7.85919582500921 7.44995570198503 7.46067430818498 7.44834227425016 7.66385175637965 7.54009893806502 7.67808125163634 7.76196623627541 7.44948925871325 7.8874302673477 7.74154772652686 7.73667692273048 7.48182605244884 7.49980839494656 8.01441152080669 8.54714096109856 7.74073914392341 6.98109655650918 7.01809832401582 7.47925502170871 7.19242637357917 7.40668883723856 7.6258656077353 6.85489316712101 7.22788713844956 7.6676068290205 7.40157251961895 7.61416697553546 7.25043506107793 6.84402496138828 7.14628425234866
"CNGB3" 6.85837607812798 6.67493429794144 6.87259757097644 6.7592218622127 7.15711832591871 7.07693848543787 7.32102666401016 7.07050463370614 7.18161203805696 7.40703380214426 7.1565500575585 7.04889823850426 7.26383853685566 7.31331864773217 7.1020987634372 7.41225111263639 7.23600872377785 6.96118116736672 7.361328567287 6.62462760413051 7.12509637524803 7.31779387563257 6.85579785122801 7.48077039952114 8.23097553240898 7.03823263920397 6.87842749810762 6.54163197085379 7.34253092595148 6.73027868505518 6.77801809547865 6.80326172197232 7.17765267425078 6.94936287225383 7.68613591822328 6.81637296586468 7.00770316791566 6.91575113702736 6.82152492041069 6.57033600334127
"CNKSR1" 7.74966899612667 7.57155814466991 7.10072457487507 7.25367254302834 7.83649603865414 7.55878455969525 7.50681288752329 7.3606961236489 7.80993216372952 7.42797356959849 7.69440122309141 7.75301446839283 7.46557643932398 7.34253092595148 7.71511756085679 7.60336610405373 7.47475976479244 7.77934614013221 7.57356560628957 7.51180748436849 7.45382425739239 7.4140470965999 7.28199432247854 7.53557111080597 7.68536792962937 7.63022568053879 6.91441852775967 7.18276813132005 7.47960349548273 7.59817742348804 6.92684938825016 7.00430651750169 7.28327861240316 7.52522648169709 7.82507859500952 7.79975903696837 7.69440122309141 7.78779612938411 7.82070459462367 7.03918922074639
